,bin_file_path,hd5_file_path,config_json_path,trials,network_size,network_kind,op,epsilon,steps,duration,action,undefined,converged,polarized,uid,mean_0_5,mean_0_75,quantile_0_1_threshold_0_9,quantile_0_1_threshold_0_75,quantile_0_25_threshold_0_9,quantile_0_25_threshold_0_75
0,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/1.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/1.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.311805248260498,?,False,False,False,aeb2bae27ba0497698634286dac9e2ac,1,100.0,,,,
1,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/2.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/2.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.2756850719451904,?,False,False,False,aeb2bae27ba0497698634286dac9e2ac,1,100.0,,,,
2,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/3.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/3.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.1505608558654785,?,False,False,False,aeb2bae27ba0497698634286dac9e2ac,0,100.0,,,,
3,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/4.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/4.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.215643882751465,?,False,False,False,aeb2bae27ba0497698634286dac9e2ac,0,100.0,,,,
4,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/5.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/5.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/aeb2bae27ba0497698634286dac9e2ac/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.317939043045044,?,False,False,False,aeb2bae27ba0497698634286dac9e2ac,1,100.0,,,,
5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/1.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/1.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.0951879024505615,?,False,False,False,720ee2b5e0de4ac3a9b8568cea70d98e,1,,,,,
6,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/2.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/2.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.1002118587493896,?,False,False,False,720ee2b5e0de4ac3a9b8568cea70d98e,1,,,,,
7,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/3.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/3.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.0868880748748779,?,False,False,False,720ee2b5e0de4ac3a9b8568cea70d98e,0,,,,,
8,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/4.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/4.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.0913910865783691,?,False,False,False,720ee2b5e0de4ac3a9b8568cea70d98e,0,,,,,
9,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/5.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/5.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/720ee2b5e0de4ac3a9b8568cea70d98e/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.0874741077423095,?,False,False,False,720ee2b5e0de4ac3a9b8568cea70d98e,0,,,,,
10,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/1.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/1.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,10.0,0.2289588451385498,?,False,False,False,1ad03499d2e34dcf9c98d28593b3b2b7,1,,,,,
11,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/2.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/2.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,10.0,0.1783239841461181,?,False,False,False,1ad03499d2e34dcf9c98d28593b3b2b7,10,,,,,
12,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/3.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/3.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,10.0,0.1920270919799804,?,False,False,False,1ad03499d2e34dcf9c98d28593b3b2b7,0,,,,,
13,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/4.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/4.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,10.0,0.182020902633667,?,False,False,False,1ad03499d2e34dcf9c98d28593b3b2b7,10,,,,,
14,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/5.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/5.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/1ad03499d2e34dcf9c98d28593b3b2b7/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,10.0,0.1844809055328369,?,False,False,False,1ad03499d2e34dcf9c98d28593b3b2b7,0,,,,,
15,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/1.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/1.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,49.0,0.0636110305786132,B,False,True,False,bf72c08ae0e84b5785b90c2ee324114a,49,49.0,49.0,49.0,49.0,49.0
16,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/2.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/2.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,73.0,0.0531020164489746,B,False,True,False,bf72c08ae0e84b5785b90c2ee324114a,0,73.0,73.0,73.0,73.0,73.0
17,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/3.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/3.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,107.0,0.0772569179534912,B,False,True,False,bf72c08ae0e84b5785b90c2ee324114a,1,100.0,100.0,100.0,100.0,100.0
18,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/4.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/4.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,64.0,0.0481879711151123,B,False,True,False,bf72c08ae0e84b5785b90c2ee324114a,64,64.0,64.0,64.0,64.0,64.0
19,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/5.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/5.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bf72c08ae0e84b5785b90c2ee324114a/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,93.0,0.067554235458374,B,False,True,False,bf72c08ae0e84b5785b90c2ee324114a,93,93.0,93.0,93.0,93.0,93.0
20,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/1.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/1.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,49.0,0.0686619281768798,B,False,True,False,30766f2a52ef461c88566c91e090f8c0,49,49.0,49.0,49.0,49.0,49.0
21,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/2.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/2.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,73.0,0.053154706954956,B,False,True,False,30766f2a52ef461c88566c91e090f8c0,0,73.0,73.0,73.0,73.0,73.0
22,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/3.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/3.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,107.0,0.0755751132965087,B,False,True,False,30766f2a52ef461c88566c91e090f8c0,1,100.0,100.0,100.0,100.0,100.0
23,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/4.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/4.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,64.0,0.0468299388885498,B,False,True,False,30766f2a52ef461c88566c91e090f8c0,64,64.0,64.0,64.0,64.0,64.0
24,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/5.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/5.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/30766f2a52ef461c88566c91e090f8c0/configuration.json,10.0,16.0,complete,BalaGoyalOp,0.01,93.0,0.0703580379486084,B,False,True,False,30766f2a52ef461c88566c91e090f8c0,93,93.0,93.0,93.0,93.0,93.0
25,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/01.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/01.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.277017831802368,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,1,100.0,,,,
26,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/02.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/02.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.2527589797973633,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,1,100.0,,,,
27,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/03.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/03.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.1138339042663574,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,0,100.0,,,,
28,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/04.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/04.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.185703992843628,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,0,100.0,,,,
29,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/05.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/05.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.3187901973724365,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,1,100.0,,,,
30,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/06.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/06.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.2073488235473633,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,1,100.0,,,,
31,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/07.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/07.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.222050666809082,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,0,100.0,,,,
32,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/08.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/08.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.2738189697265625,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,0,100.0,,,,
33,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/09.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/09.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.16117000579834,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,100,100.0,,,,
34,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/10.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/10.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/bacfbfcc8d8a4bd094c526e3c0057721/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,100.0,2.233152151107788,?,False,False,False,bacfbfcc8d8a4bd094c526e3c0057721,1,100.0,,,,
35,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/1.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/1.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.1047370433807373,?,False,False,False,830b298da30f4210aa905ff1a343b5d6,1,,,,,
36,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/2.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/2.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.096492052078247,?,False,False,False,830b298da30f4210aa905ff1a343b5d6,1,,,,,
37,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/3.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/3.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.0904068946838378,?,False,False,False,830b298da30f4210aa905ff1a343b5d6,0,,,,,
38,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/4.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/4.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.0925779342651367,?,False,False,False,830b298da30f4210aa905ff1a343b5d6,0,,,,,
39,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/5.bin,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/5.hd5,/Users/prudhvivuda/polygraphs-cache/results/2024-06-11/830b298da30f4210aa905ff1a343b5d6/configuration.json,10.0,16.0,snap,BalaGoyalOp,0.01,5.0,0.0879378318786621,?,False,False,False,830b298da30f4210aa905ff1a343b5d6,0,,,,,
